Order ID,Order Date,Delivery Date,Store ID,Store Type,Region,City,State,Postal Code,Customer ID,Customer Name,Loyalty Member,Transaction Channel,Payment Method,Product ID,Category,Sub-Category,Product Name,Quantity,Unit Price,Sales,Discount,Profit,Supplier
OR-104755,2024-08-31,2024-09-02,ST-412,Convenience,East,Philadelphia,State Philadelphia,60525,CU-20851,Customer 503,Yes,In-Store,Mobile Wallet,PR-562476,Personal Care,Oral Care,Oral Care Item 72,8,27.83,222.64,0.05,17.7,Distributor X
OR-104756,2023-06-30,2023-07-06,ST-623,Convenience,West,New York,State New,19058,CU-74033,Customer 1325,No,In-Store,Debit Card,PR-772550,Groceries,Frozen,Frozen Item 225,3,48.9,146.7,0.0,19.53,Supplier C
OR-104757,2024-05-14,2024-05-17,ST-962,Neighborhood,East,Phoenix,State Phoenix,21613,CU-32937,Customer 1794,No,In-Store,Credit Card,PR-133441,Household,Cookware,Cookware Item 90,5,48.86,244.3,0.0,22.46,Distributor X
OR-104758,2023-09-26,2023-09-28,ST-559,Convenience,North,Los Angeles,State Los,48831,CU-49796,Customer 1092,No,In-Store,Debit Card,PR-683408,Personal Care,Hair Care,Hair Care Item 337,4,103.53,414.12,0.1,23.74,Distributor X
OR-104759,2024-05-29,2024-05-30,ST-817,Supercenter,South,Houston,State Houston,57264,CU-30627,Customer 1674,No,Online,Mobile Wallet,PR-410316,Groceries,Dairy,Dairy Item 234,2,141.79,283.58,0.0,33.96,Distributor X
OR-104760,2023-05-27,2023-05-28,ST-299,Supercenter,North,New York,State New,93570,CU-20681,Customer 350,Yes,Online,Debit Card,PR-448311,Personal Care,Toiletries,Toiletries Item 204,1,64.37,64.37,0.0,12.87,Supplier A
OR-104761,2023-08-07,2023-08-07,ST-309,Supercenter,Central,Chicago,State Chicago,33853,CU-55569,Customer 1617,No,In-Store,Mobile Wallet,PR-872747,Household,Paper Products,Paper Products Item 160,1,128.95,128.95,0.0,13.41,Supplier C
OR-104762,2024-02-04,2024-02-10,ST-739,Supercenter,West,San Diego,State San,22784,CU-70171,Customer 1709,No,In-Store,Mobile Wallet,PR-771380,Electronics,Small Appliances,Small Appliances Item 288,1,37.03,37.03,0.0,2.09,Distributor X
OR-104763,2023-02-04,2023-02-06,ST-537,Convenience,Central,Chicago,State Chicago,44000,CU-60032,Customer 583,Yes,In-Store,Cash,PR-628754,Household,Cleaning Supplies,Cleaning Supplies Item 241,1,24.68,24.68,0.2,3.37,Local Farm
OR-104764,2023-01-29,2023-02-04,ST-607,Supercenter,East,Phoenix,State Phoenix,56237,CU-73010,Customer 822,No,In-Store,Cash,PR-107977,Pharmacy,OTC Medicines,OTC Medicines Item 253,1,113.25,113.25,0.0,2.66,Distributor X
OR-104765,2023-04-22,2023-04-22,ST-359,Supercenter,North,San Antonio,State San,80686,CU-80834,Customer 1540,No,Click & Collect,Credit Card,PR-235368,Pharmacy,Vitamins,Vitamins Item 24,4,19.11,76.44,0.0,13.8,Supplier A
OR-104766,2023-06-13,2023-06-15,ST-516,Convenience,North,Chicago,State Chicago,51412,CU-41774,Customer 1412,No,In-Store,Cash,PR-476816,Groceries,Dairy,Dairy Item 229,9,15.12,136.08,0.2,12.97,Distributor X
OR-104767,2024-05-14,2024-05-18,ST-879,Neighborhood,North,Philadelphia,State Philadelphia,91704,CU-93767,Customer 737,No,In-Store,Cash,PR-985146,Pharmacy,Vitamins,Vitamins Item 217,1,53.41,53.41,0.15,11.18,Supplier A
OR-104768,2024-01-21,2024-01-22,ST-787,Supercenter,South,Chicago,State Chicago,29195,CU-65506,Customer 647,Yes,In-Store,Debit Card,PR-407304,Personal Care,Hair Care,Hair Care Item 472,4,108.09,432.36,0.0,98.61,Supplier C
OR-104769,2023-02-01,2023-02-07,ST-884,Neighborhood,North,Phoenix,State Phoenix,66167,CU-13934,Customer 359,No,In-Store,Mobile Wallet,PR-675679,Personal Care,Toiletries,Toiletries Item 12,1,113.91,113.91,0.0,27.67,Supplier A
OR-104770,2024-04-18,2024-04-22,ST-587,Supercenter,North,Los Angeles,State Los,12010,CU-86727,Customer 977,No,In-Store,Cash,PR-644992,Household,Paper Products,Paper Products Item 169,6,128.92,773.52,0.0,166.91,Distributor X
OR-104771,2024-02-11,2024-02-13,ST-586,Neighborhood,North,San Diego,State San,34406,CU-59337,Customer 1767,No,In-Store,Mobile Wallet,PR-379944,Electronics,Small Appliances,Small Appliances Item 421,5,129.12,645.6,0.0,148.42,Distributor X
OR-104772,2023-10-24,2023-10-25,ST-649,Supercenter,East,New York,State New,11769,CU-26315,Customer 1772,Yes,In-Store,Credit Card,PR-740744,Pharmacy,OTC Medicines,OTC Medicines Item 377,8,119.01,952.08,0.0,98.79,Distributor X
OR-104773,2024-06-07,2024-06-07,ST-530,Convenience,East,San Diego,State San,57987,CU-75551,Customer 1104,No,In-Store,Credit Card,PR-504563,Pharmacy,OTC Medicines,OTC Medicines Item 124,7,85.15,596.05,0.05,96.57,Supplier B
OR-104774,2024-03-08,2024-03-10,ST-184,Convenience,North,New York,State New,92605,CU-12727,Customer 796,No,In-Store,Credit Card,PR-464630,Household,Paper Products,Paper Products Item 217,1,142.45,142.45,0.05,13.16,Supplier B
OR-104775,2024-06-27,2024-06-28,ST-394,Supercenter,East,Phoenix,State Phoenix,41801,CU-29151,Customer 813,No,In-Store,Debit Card,PR-405354,Household,Paper Products,Paper Products Item 79,9,125.89,1133.01,0.0,40.23,Distributor X
OR-104776,2023-02-19,2023-02-21,ST-757,Express,South,New York,State New,14192,CU-47886,Customer 68,No,Online,Cash,PR-558329,Household,Cookware,Cookware Item 145,4,24.66,98.64,0.0,12.16,Supplier C
OR-104777,2023-08-02,2023-08-05,ST-822,Supercenter,South,San Diego,State San,76148,CU-70489,Customer 1893,Yes,In-Store,Cash,PR-808520,Pharmacy,First Aid,First Aid Item 290,6,14.42,86.52,0.0,15.18,Supplier A
OR-104778,2024-03-12,2024-03-15,ST-844,Neighborhood,North,Chicago,State Chicago,35263,CU-37629,Customer 813,No,In-Store,Credit Card,PR-638824,Personal Care,Oral Care,Oral Care Item 234,7,73.55,514.85,0.05,9.8,Supplier A
OR-104779,2023-07-08,2023-07-14,ST-488,Convenience,Central,Los Angeles,State Los,93956,CU-71845,Customer 991,Yes,In-Store,Credit Card,PR-352423,Electronics,Small Appliances,Small Appliances Item 42,1,68.47,68.47,0.0,12.71,Supplier A
OR-104780,2023-07-29,2023-08-03,ST-238,Supercenter,East,Houston,State Houston,35054,CU-61906,Customer 1565,No,Click & Collect,Debit Card,PR-578749,Pharmacy,OTC Medicines,OTC Medicines Item 238,7,43.99,307.93,0.0,44.18,Distributor X
OR-104781,2023-10-07,2023-10-11,ST-821,Supercenter,East,New York,State New,24942,CU-64940,Customer 518,No,Online,Credit Card,PR-898397,Personal Care,Hair Care,Hair Care Item 155,1,64.56,64.56,0.0,7.81,Local Farm
OR-104782,2023-03-06,2023-03-10,ST-326,Neighborhood,South,San Diego,State San,25459,CU-93771,Customer 1440,No,Online,Credit Card,PR-509070,Electronics,Small Appliances,Small Appliances Item 310,1,104.03,104.03,0.05,11.27,Distributor X
OR-104783,2024-01-07,2024-01-10,ST-723,Supercenter,East,New York,State New,61030,CU-87522,Customer 458,Yes,In-Store,Cash,PR-708310,Electronics,Small Appliances,Small Appliances Item 166,8,36.43,291.44,0.0,33.19,Distributor X
OR-104784,2023-07-18,2023-07-19,ST-803,Supercenter,Central,New York,State New,76314,CU-75994,Customer 1961,Yes,In-Store,Debit Card,PR-913915,Household,Cookware,Cookware Item 478,6,50.17,301.02,0.05,69.23,Supplier A
OR-104785,2023-06-21,2023-06-22,ST-819,Supercenter,South,San Diego,State San,60800,CU-23278,Customer 1810,No,Online,Debit Card,PR-377436,Household,Cleaning Supplies,Cleaning Supplies Item 152,7,95.35,667.45,0.0,31.88,Supplier B
OR-104786,2023-11-15,2023-11-15,ST-332,Convenience,North,Phoenix,State Phoenix,22311,CU-18942,Customer 651,No,In-Store,Debit Card,PR-695682,Household,Plasticware,Plasticware Item 177,9,37.93,341.37,0.0,9.61,Distributor X
OR-104787,2023-09-02,2023-09-08,ST-990,Convenience,South,New York,State New,52494,CU-23940,Customer 60,No,In-Store,Credit Card,PR-455669,Household,Plasticware,Plasticware Item 221,1,107.92,107.92,0.0,21.16,Distributor X
OR-104788,2024-03-16,2024-03-19,ST-393,Neighborhood,North,San Diego,State San,56506,CU-28773,Customer 1885,No,In-Store,Cash,PR-380022,Personal Care,Skincare,Skincare Item 400,9,115.32,1037.88,0.0,138.06,Supplier A
OR-104789,2024-01-01,2024-01-04,ST-409,Express,West,Houston,State Houston,78237,CU-71518,Customer 1485,No,In-Store,Credit Card,PR-967643,Pharmacy,OTC Medicines,OTC Medicines Item 105,5,51.42,257.1,0.05,39.71,Supplier A
OR-104790,2024-05-25,2024-05-30,ST-362,Neighborhood,East,Chicago,State Chicago,77500,CU-46295,Customer 1691,No,In-Store,Credit Card,PR-516444,Pharmacy,First Aid,First Aid Item 450,9,142.28,1280.52,0.05,44.54,Distributor X
OR-104791,2023-09-10,2023-09-10,ST-801,Supercenter,South,Philadelphia,State Philadelphia,31574,CU-19230,Customer 523,Yes,Online,Credit Card,PR-879303,Household,Cookware,Cookware Item 251,6,135.96,815.76,0.15,110.32,Supplier B
OR-104792,2023-10-02,2023-10-07,ST-947,Neighborhood,Central,Philadelphia,State Philadelphia,54879,CU-75035,Customer 357,Yes,In-Store,Debit Card,PR-171623,Electronics,Batteries,Batteries Item 77,2,42.11,84.22,0.1,6.29,Supplier B
OR-104793,2023-03-05,2023-03-11,ST-683,Supercenter,Central,Los Angeles,State Los,77232,CU-91384,Customer 820,Yes,Online,Mobile Wallet,PR-690739,Groceries,Dairy,Dairy Item 458,7,148.51,1039.57,0.1,33.88,Supplier C
OR-104794,2023-03-22,2023-03-25,ST-814,Neighborhood,Central,San Antonio,State San,15607,CU-73628,Customer 90,Yes,Online,Credit Card,PR-981711,Personal Care,Skincare,Skincare Item 165,8,63.0,504.0,0.0,103.0,Distributor X
OR-104795,2024-08-11,2024-08-13,ST-998,Convenience,East,San Antonio,State San,85489,CU-12884,Customer 1219,Yes,In-Store,Credit Card,PR-260332,Pharmacy,First Aid,First Aid Item 166,7,117.16,820.12,0.0,62.3,Supplier B
OR-104796,2023-11-09,2023-11-14,ST-410,Supercenter,East,San Antonio,State San,17954,CU-83789,Customer 997,No,In-Store,Mobile Wallet,PR-112368,Electronics,Small Appliances,Small Appliances Item 223,3,20.15,60.45,0.0,4.15,Supplier A
OR-104797,2024-05-14,2024-05-18,ST-720,Convenience,North,Chicago,State Chicago,93971,CU-69225,Customer 871,Yes,In-Store,Cash,PR-104529,Personal Care,Hair Care,Hair Care Item 283,4,113.66,454.64,0.05,104.79,Local Farm
OR-104798,2023-06-16,2023-06-16,ST-259,Supercenter,Central,Philadelphia,State Philadelphia,74132,CU-85917,Customer 1402,No,Online,Credit Card,PR-523597,Groceries,Fresh Produce,Fresh Produce Item 145,2,88.47,176.94,0.0,3.67,Local Farm
OR-104799,2023-04-22,2023-04-25,ST-268,Convenience,Central,Philadelphia,State Philadelphia,58712,CU-66971,Customer 595,No,In-Store,Cash,PR-843563,Personal Care,Toiletries,Toiletries Item 498,1,60.65,60.65,0.05,13.99,Supplier A
OR-104800,2024-04-12,2024-04-16,ST-362,Neighborhood,Central,San Diego,State San,70991,CU-70088,Customer 139,No,In-Store,Mobile Wallet,PR-278206,Household,Paper Products,Paper Products Item 397,6,38.23,229.38,0.0,57.27,Supplier B
OR-104801,2023-09-26,2023-09-28,ST-312,Convenience,North,Phoenix,State Phoenix,23880,CU-59980,Customer 1120,No,In-Store,Debit Card,PR-847214,Household,Paper Products,Paper Products Item 401,3,74.75,224.25,0.0,47.73,Local Farm
OR-104802,2024-01-17,2024-01-21,ST-613,Supercenter,Central,New York,State New,39066,CU-78886,Customer 850,Yes,In-Store,Cash,PR-726679,Household,Paper Products,Paper Products Item 249,9,1.46,13.14,0.05,2.74,Local Farm
OR-104803,2023-04-20,2023-04-21,ST-227,Convenience,North,San Antonio,State San,89320,CU-76228,Customer 1136,No,Click & Collect,Credit Card,PR-246704,Groceries,Beverages,Beverages Item 418,6,73.09,438.54,0.0,36.38,Supplier A
OR-104804,2023-03-13,2023-03-17,ST-285,Supercenter,East,Chicago,State Chicago,64625,CU-80484,Customer 1857,No,Click & Collect,Debit Card,PR-938799,Personal Care,Skincare,Skincare Item 260,4,52.46,209.84,0.0,34.6,Supplier A
OR-104805,2023-03-21,2023-03-21,ST-968,Supercenter,North,Los Angeles,State Los,63847,CU-15787,Customer 926,No,In-Store,Credit Card,PR-599890,Electronics,Gadgets,Gadgets Item 337,7,123.07,861.49,0.0,103.66,Distributor X
OR-104806,2023-12-01,2023-12-05,ST-305,Neighborhood,Central,Chicago,State Chicago,65525,CU-86372,Customer 1458,Yes,In-Store,Debit Card,PR-405072,Household,Paper Products,Paper Products Item 194,8,70.22,561.76,0.0,12.29,Distributor X
OR-104807,2023-05-27,2023-06-01,ST-517,Convenience,North,New York,State New,16869,CU-27580,Customer 293,No,In-Store,Cash,PR-214791,Electronics,Small Appliances,Small Appliances Item 467,6,141.87,851.22,0.0,178.98,Distributor X
OR-104808,2023-01-29,2023-02-01,ST-840,Supercenter,South,San Antonio,State San,91348,CU-14336,Customer 1591,No,In-Store,Debit Card,PR-470889,Pharmacy,OTC Medicines,OTC Medicines Item 333,1,130.01,130.01,0.0,16.35,Supplier C
OR-104809,2023-08-28,2023-08-28,ST-130,Supercenter,East,Los Angeles,State Los,17679,CU-69219,Customer 227,No,In-Store,Credit Card,PR-175203,Personal Care,Toiletries,Toiletries Item 302,5,48.85,244.25,0.0,56.43,Supplier B
OR-104810,2023-03-10,2023-03-13,ST-847,Supercenter,Central,San Diego,State San,27237,CU-86764,Customer 110,No,In-Store,Credit Card,PR-333898,Household,Cookware,Cookware Item 192,1,102.48,102.48,0.1,6.57,Supplier A
OR-104811,2024-07-01,2024-07-04,ST-657,Supercenter,East,Phoenix,State Phoenix,86082,CU-24417,Customer 1198,Yes,In-Store,Debit Card,PR-896466,Electronics,Batteries,Batteries Item 55,6,10.42,62.52,0.0,4.41,Supplier B
OR-104812,2023-08-22,2023-08-27,ST-456,Supercenter,East,Houston,State Houston,94598,CU-65444,Customer 968,Yes,In-Store,Credit Card,PR-930428,Household,Plasticware,Plasticware Item 282,2,86.83,173.66,0.0,13.79,Local Farm
OR-104813,2024-02-14,2024-02-15,ST-846,Supercenter,South,San Diego,State San,83750,CU-54122,Customer 1249,Yes,In-Store,Cash,PR-669929,Household,Plasticware,Plasticware Item 69,4,121.99,487.96,0.0,11.3,Local Farm
OR-104814,2023-08-25,2023-08-31,ST-693,Neighborhood,Central,New York,State New,46605,CU-27867,Customer 429,No,In-Store,Mobile Wallet,PR-167381,Electronics,Small Appliances,Small Appliances Item 424,5,138.74,693.7,0.0,27.93,Supplier A
OR-104815,2024-07-19,2024-07-23,ST-329,Supercenter,West,New York,State New,90469,CU-27381,Customer 348,No,In-Store,Debit Card,PR-192828,Electronics,Small Appliances,Small Appliances Item 187,8,16.76,134.08,0.0,18.27,Distributor X
OR-104816,2023-01-23,2023-01-29,ST-578,Neighborhood,Central,Philadelphia,State Philadelphia,10313,CU-84128,Customer 1187,No,In-Store,Mobile Wallet,PR-173150,Pharmacy,Vitamins,Vitamins Item 410,9,122.5,1102.5,0.1,136.63,Supplier B
OR-104817,2023-12-04,2023-12-09,ST-118,Convenience,South,San Diego,State San,87730,CU-67208,Customer 1557,Yes,Click & Collect,Credit Card,PR-140786,Groceries,Dairy,Dairy Item 274,9,93.98,845.82,0.0,68.74,Supplier B
OR-104818,2024-08-09,2024-08-14,ST-356,Supercenter,Central,Chicago,State Chicago,72974,CU-11316,Customer 214,No,In-Store,Credit Card,PR-103236,Household,Paper Products,Paper Products Item 257,7,148.19,1037.33,0.0,127.97,Supplier C
OR-104819,2024-06-17,2024-06-22,ST-947,Neighborhood,South,Los Angeles,State Los,22555,CU-88977,Customer 1626,No,In-Store,Mobile Wallet,PR-948604,Personal Care,Toiletries,Toiletries Item 480,1,76.25,76.25,0.0,13.09,Local Farm
OR-104820,2023-04-11,2023-04-17,ST-719,Convenience,East,New York,State New,88060,CU-24552,Customer 1490,Yes,In-Store,Mobile Wallet,PR-409836,Personal Care,Hair Care,Hair Care Item 105,9,99.59,896.31,0.0,75.25,Supplier A
OR-104821,2024-05-27,2024-06-02,ST-313,Express,East,Phoenix,State Phoenix,46722,CU-47836,Customer 1643,No,In-Store,Mobile Wallet,PR-885042,Pharmacy,First Aid,First Aid Item 2,3,87.58,262.74,0.0,30.8,Supplier B
OR-104822,2024-09-11,2024-09-11,ST-882,Supercenter,South,New York,State New,42098,CU-91265,Customer 653,No,In-Store,Debit Card,PR-388871,Household,Paper Products,Paper Products Item 10,3,68.66,205.98,0.0,21.68,Supplier A
OR-104823,2023-07-29,2023-07-29,ST-497,Convenience,South,Philadelphia,State Philadelphia,59238,CU-47595,Customer 927,Yes,In-Store,Cash,PR-131646,Electronics,Small Appliances,Small Appliances Item 446,5,21.91,109.55,0.0,10.95,Local Farm
OR-104824,2024-09-13,2024-09-14,ST-712,Convenience,South,Philadelphia,State Philadelphia,84978,CU-55736,Customer 1296,No,In-Store,Cash,PR-584067,Household,Cookware,Cookware Item 59,1,28.11,28.11,0.1,5.03,Supplier A
OR-104825,2023-04-11,2023-04-11,ST-162,Express,East,San Diego,State San,30789,CU-97685,Customer 1062,Yes,Online,Mobile Wallet,PR-320276,Pharmacy,OTC Medicines,OTC Medicines Item 300,1,29.79,29.79,0.05,4.15,Supplier B
OR-104826,2023-08-02,2023-08-07,ST-372,Express,South,Chicago,State Chicago,74206,CU-47179,Customer 1162,Yes,In-Store,Credit Card,PR-517126,Electronics,Small Appliances,Small Appliances Item 61,2,10.96,21.92,0.0,1.84,Supplier C
OR-104827,2023-06-14,2023-06-16,ST-927,Supercenter,North,New York,State New,78641,CU-36542,Customer 678,No,In-Store,Debit Card,PR-712307,Electronics,Batteries,Batteries Item 360,9,123.77,1113.93,0.05,30.51,Supplier B
OR-104828,2023-04-08,2023-04-13,ST-652,Supercenter,Central,New York,State New,88455,CU-47889,Customer 62,No,In-Store,Mobile Wallet,PR-985816,Household,Paper Products,Paper Products Item 283,9,100.08,900.72,0.0,68.25,Supplier C
OR-104829,2024-03-11,2024-03-16,ST-459,Convenience,South,San Antonio,State San,52363,CU-12730,Customer 1901,No,In-Store,Credit Card,PR-554227,Personal Care,Oral Care,Oral Care Item 308,7,79.84,558.88,0.0,11.53,Local Farm
OR-104830,2024-02-03,2024-02-06,ST-705,Supercenter,East,Houston,State Houston,10417,CU-44664,Customer 1174,Yes,In-Store,Debit Card,PR-192056,Household,Cleaning Supplies,Cleaning Supplies Item 376,3,29.2,87.6,0.05,18.33,Local Farm
OR-104831,2024-10-21,2024-10-25,ST-234,Supercenter,East,San Diego,State San,87121,CU-95713,Customer 852,No,In-Store,Credit Card,PR-747506,Personal Care,Hair Care,Hair Care Item 493,3,95.16,285.48,0.05,58.91,Supplier B
OR-104832,2023-07-22,2023-07-25,ST-616,Supercenter,West,Houston,State Houston,53556,CU-55842,Customer 328,Yes,In-Store,Debit Card,PR-319435,Household,Cleaning Supplies,Cleaning Supplies Item 211,8,136.11,1088.88,0.0,246.28,Local Farm
OR-104833,2024-03-26,2024-04-01,ST-761,Supercenter,Central,Chicago,State Chicago,81093,CU-93251,Customer 1887,Yes,In-Store,Debit Card,PR-103188,Pharmacy,OTC Medicines,OTC Medicines Item 399,5,115.52,577.6,0.1,65.43,Supplier C
OR-104834,2023-06-28,2023-07-04,ST-928,Supercenter,North,Houston,State Houston,67759,CU-94367,Customer 1394,Yes,In-Store,Cash,PR-404571,Electronics,Gadgets,Gadgets Item 279,2,46.13,92.26,0.0,8.47,Supplier C
OR-104835,2023-08-22,2023-08-23,ST-632,Supercenter,South,Phoenix,State Phoenix,23760,CU-71949,Customer 252,No,Click & Collect,Debit Card,PR-648429,Electronics,Gadgets,Gadgets Item 462,4,44.99,179.96,0.0,20.03,Local Farm
OR-104836,2024-04-22,2024-04-26,ST-734,Supercenter,South,Philadelphia,State Philadelphia,68732,CU-56176,Customer 440,No,In-Store,Mobile Wallet,PR-332818,Household,Plasticware,Plasticware Item 154,4,101.81,407.24,0.05,27.9,Supplier B
OR-104837,2024-08-13,2024-08-17,ST-631,Supercenter,West,Houston,State Houston,33554,CU-23080,Customer 1145,No,In-Store,Mobile Wallet,PR-270208,Groceries,Dairy,Dairy Item 276,2,9.08,18.16,0.1,3.02,Supplier A
OR-104838,2024-06-15,2024-06-17,ST-661,Supercenter,South,New York,State New,36974,CU-95208,Customer 407,Yes,In-Store,Cash,PR-191458,Electronics,Gadgets,Gadgets Item 77,4,131.73,526.92,0.0,64.32,Supplier C
OR-104839,2023-05-04,2023-05-09,ST-347,Express,Central,Houston,State Houston,98800,CU-77021,Customer 156,No,Online,Cash,PR-744770,Household,Cleaning Supplies,Cleaning Supplies Item 145,9,68.91,620.19,0.0,107.12,Supplier C
OR-104840,2023-03-18,2023-03-21,ST-490,Convenience,West,Chicago,State Chicago,41068,CU-28642,Customer 351,No,In-Store,Debit Card,PR-227392,Electronics,Gadgets,Gadgets Item 490,3,121.05,363.15,0.0,29.02,Supplier A
OR-104841,2024-03-14,2024-03-20,ST-324,Supercenter,South,New York,State New,81606,CU-63345,Customer 1079,No,In-Store,Cash,PR-936335,Pharmacy,OTC Medicines,OTC Medicines Item 205,3,67.03,201.09,0.0,19.62,Supplier B
OR-104842,2024-01-18,2024-01-18,ST-873,Supercenter,East,Houston,State Houston,79712,CU-66142,Customer 1011,No,In-Store,Debit Card,PR-452389,Household,Cleaning Supplies,Cleaning Supplies Item 263,7,90.32,632.24,0.1,136.21,Supplier A
OR-104843,2023-08-03,2023-08-07,ST-706,Supercenter,Central,Philadelphia,State Philadelphia,10653,CU-95232,Customer 1387,No,In-Store,Debit Card,PR-391890,Personal Care,Oral Care,Oral Care Item 350,5,0.54,2.7,0.15,0.17,Supplier A
OR-104844,2024-06-08,2024-06-12,ST-344,Neighborhood,Central,San Diego,State San,17762,CU-16783,Customer 222,Yes,In-Store,Mobile Wallet,PR-386382,Household,Cleaning Supplies,Cleaning Supplies Item 155,1,92.53,92.53,0.0,20.61,Distributor X
OR-104845,2024-10-15,2024-10-21,ST-224,Neighborhood,West,New York,State New,52089,CU-38972,Customer 78,No,In-Store,Cash,PR-464654,Groceries,Beverages,Beverages Item 332,3,139.29,417.87,0.0,101.71,Supplier A
OR-104846,2023-03-26,2023-03-28,ST-216,Supercenter,Central,San Diego,State San,25287,CU-28378,Customer 634,No,In-Store,Cash,PR-529555,Electronics,Small Appliances,Small Appliances Item 52,3,29.52,88.56,0.0,3.25,Supplier C
OR-104847,2023-12-06,2023-12-10,ST-772,Neighborhood,North,San Antonio,State San,67377,CU-94155,Customer 1097,Yes,In-Store,Mobile Wallet,PR-996483,Personal Care,Toiletries,Toiletries Item 431,8,60.1,480.8,0.0,52.82,Supplier C
OR-104848,2024-09-26,2024-09-27,ST-309,Supercenter,West,Houston,State Houston,33577,CU-37979,Customer 90,No,Click & Collect,Credit Card,PR-510874,Electronics,Batteries,Batteries Item 11,5,2.1,10.5,0.1,1.98,Distributor X
OR-104849,2024-04-06,2024-04-11,ST-901,Supercenter,West,Houston,State Houston,59064,CU-79854,Customer 912,Yes,Online,Credit Card,PR-733636,Personal Care,Oral Care,Oral Care Item 390,1,15.52,15.52,0.0,0.7,Supplier B
OR-104850,2023-01-16,2023-01-16,ST-797,Supercenter,West,Phoenix,State Phoenix,16044,CU-26720,Customer 1827,Yes,Online,Cash,PR-720601,Pharmacy,OTC Medicines,OTC Medicines Item 306,2,132.46,264.92,0.1,25.68,Supplier A
OR-104851,2024-04-08,2024-04-13,ST-967,Neighborhood,East,Phoenix,State Phoenix,21344,CU-94986,Customer 1264,Yes,In-Store,Credit Card,PR-266487,Pharmacy,OTC Medicines,OTC Medicines Item 439,2,2.86,5.72,0.0,1.0,Supplier C
OR-104852,2023-10-13,2023-10-14,ST-259,Convenience,South,Philadelphia,State Philadelphia,41445,CU-47731,Customer 702,Yes,In-Store,Mobile Wallet,PR-516715,Personal Care,Hair Care,Hair Care Item 367,4,131.34,525.36,0.2,40.55,Supplier B
OR-104853,2024-10-06,2024-10-10,ST-301,Supercenter,Central,Philadelphia,State Philadelphia,71341,CU-66918,Customer 1137,Yes,In-Store,Credit Card,PR-231579,Groceries,Beverages,Beverages Item 153,6,71.98,431.88,0.05,30.73,Local Farm
OR-104854,2023-10-08,2023-10-11,ST-552,Supercenter,South,Los Angeles,State Los,73238,CU-35425,Customer 42,No,Online,Credit Card,PR-927395,Electronics,Batteries,Batteries Item 8,3,41.52,124.56,0.0,3.29,Distributor X
OR-104855,2024-04-21,2024-04-23,ST-253,Convenience,North,Chicago,State Chicago,13514,CU-70784,Customer 1442,Yes,In-Store,Cash,PR-801698,Groceries,Beverages,Beverages Item 3,4,74.87,299.48,0.05,23.27,Supplier B
OR-104856,2023-01-30,2023-02-02,ST-106,Supercenter,South,San Antonio,State San,37467,CU-64599,Customer 215,Yes,Online,Mobile Wallet,PR-872356,Household,Paper Products,Paper Products Item 245,7,11.12,77.84,0.0,14.64,Supplier A
OR-104857,2023-09-20,2023-09-23,ST-904,Express,North,Houston,State Houston,30926,CU-88178,Customer 315,No,Online,Credit Card,PR-993090,Groceries,Dairy,Dairy Item 475,4,120.13,480.52,0.0,77.39,Supplier A
OR-104858,2023-12-25,2023-12-25,ST-672,Supercenter,East,New York,State New,83108,CU-99227,Customer 1251,No,Click & Collect,Cash,PR-786691,Groceries,Beverages,Beverages Item 216,7,133.49,934.43,0.0,213.68,Distributor X
OR-104859,2023-01-21,2023-01-25,ST-760,Convenience,West,New York,State New,21604,CU-51889,Customer 1097,No,Online,Mobile Wallet,PR-798687,Pharmacy,Vitamins,Vitamins Item 152,2,83.82,167.64,0.0,36.6,Distributor X
OR-104860,2023-03-02,2023-03-03,ST-155,Supercenter,South,New York,State New,80310,CU-43984,Customer 879,No,In-Store,Mobile Wallet,PR-619441,Personal Care,Skincare,Skincare Item 252,9,41.06,369.54,0.0,11.36,Local Farm
OR-104861,2023-03-07,2023-03-07,ST-985,Supercenter,South,Houston,State Houston,56000,CU-32952,Customer 1225,No,Online,Credit Card,PR-221064,Electronics,Batteries,Batteries Item 96,9,110.67,996.03,0.0,230.2,Supplier B
OR-104862,2023-01-09,2023-01-09,ST-542,Supercenter,Central,Phoenix,State Phoenix,75326,CU-91082,Customer 1698,No,In-Store,Mobile Wallet,PR-819089,Groceries,Frozen,Frozen Item 490,8,53.51,428.08,0.0,50.68,Distributor X
OR-104863,2023-09-02,2023-09-04,ST-948,Express,Central,Phoenix,State Phoenix,85481,CU-63730,Customer 656,Yes,In-Store,Cash,PR-173732,Household,Paper Products,Paper Products Item 65,5,101.28,506.4,0.05,101.01,Supplier C
OR-104864,2024-02-19,2024-02-23,ST-950,Supercenter,North,San Antonio,State San,19701,CU-96808,Customer 1507,Yes,In-Store,Credit Card,PR-965739,Personal Care,Toiletries,Toiletries Item 438,2,61.83,123.66,0.15,4.99,Distributor X
OR-104865,2024-09-14,2024-09-20,ST-318,Neighborhood,West,Phoenix,State Phoenix,82036,CU-48281,Customer 599,No,Online,Cash,PR-921547,Pharmacy,OTC Medicines,OTC Medicines Item 80,5,81.62,408.1,0.0,86.75,Supplier C
OR-104866,2023-05-04,2023-05-05,ST-582,Express,East,Houston,State Houston,69578,CU-77459,Customer 197,Yes,In-Store,Mobile Wallet,PR-295411,Electronics,Small Appliances,Small Appliances Item 257,9,100.77,906.93,0.0,115.02,Supplier C
